3-gram,frequency
ved,0.0006479339558015006
cte,0.0006468928348001125
nds,0.000643579366949681
fir,0.0006434908415566734
lie,0.0006427761059013929
met,0.000641334003289769
ook,0.000638942324914438
mos,0.0006369162784271625
mes,0.0006366574983285057
acc,0.0006365105597215655
vin,0.00063639854283483
gin,0.0006336214906228614
ete,0.0006310913702900523
rge,0.0006283874558945003
oin,0.0006270882349267707
arr,0.0006268230367049492
hol,0.0006255622038921321
ign,0.000625533109290137
sec,0.0006248599012652842
pon,0.0006248052838283367
esi,0.0006245741794431661
tly,0.0006211492375726472
emp,0.0006202823810548813
sis,0.0006195845276467875
ied,0.0006177337689396168
ote,0.0006176725455924464
rth,0.0006171262330040715
mal,0.000615874159456628
col,0.0006140306410367733
dit,0.0006111605203195138
bli,0.0006096073087763474
ron,0.0006094594774659551
ges,0.0006083394048752138
shi,0.0006077079856668493
cie,0.0006069904851569365
atu,0.0006061911152090135
ret,0.0006044635972399377
ger,0.0006044061420259724
ref,0.0006039999805432762
olo,0.0006031705713386639
aus,0.0006014964601996116
rch,0.0006011580622011765
lac,0.0005993751394240359
llo,0.0005988650430473638
tle,0.0005965504360077186
tit,0.0005943071127447521
ifi,0.0005938287905102825
hos,0.0005932512614214772
bec,0.0005917728887404408
pea,0.0005910836053808115
ece,0.0005891475570327621
lli,0.0005891338652590987
onc,0.0005887817959815268
rce,0.0005884706080418674
ful,0.000588403085725757
gro,0.0005863711134605738
ors,0.0005825711775162483
las,0.0005818509755417506
rio,0.0005815846439249429
ars,0.0005801947051264694
ced,0.0005799132442594301
win,0.0005797111253309846
onl,0.0005790037986854021
vid,0.0005777055976778368
ngs,0.0005766371646216567
iou,0.0005757120440710476
ory,0.0005750891734633873
cle,0.0005732370873781523
lec,0.0005724792245661304
itt,0.0005705937724382497
uri,0.0005701751321718984
oss,0.0005669512301691654
rta,0.0005658337012828152
cer,0.0005650149463723677
pol,0.0005640719045497317
nis,0.0005636452933423581
arl,0.0005616891341442468
ext,0.000560370379986137
hed,0.0005602820795563059
ppe,0.0005583948038921689
isi,0.0005579939328570538
val,0.0005564126276073807
arg,0.0005545906017499786
rig,0.0005519697707356791
nse,0.0005509395957179981
hor,0.0005498952670848784
iss,0.0005490752829794479
iat,0.0005488627928672756
cri,0.0005482528795666371
ela,0.0005477384745731963
esp,0.0005474612022154673
itu,0.00054535614551496
two,0.0005453192467878573
nor,0.0005438737401783394
rse,0.0005433663157160043
off,0.0005424435601384492
iff,0.0005423160903786076
tel,0.0005419765094170287
eti,0.0005403798308892719
irs,0.0005399633582765782
cur,0.0005385066587957993
aid,0.0005375380765033856
bet,0.0005369847052187334
rai,0.000535178993957791
cas,0.000533253394005406
til,0.0005316076863738448
lso,0.000530684924123653
cho,0.0005296274094074
ean,0.0005295754290917558
oci,0.0005278905554665026
tab,0.0005263439688982352
qua,0.0005261218735256932
ffi,0.0005254804453624454
usi,0.0005248647440261829
mpo,0.0005237805945277516
dia,0.0005231671285247463
ike,0.0005230044529810282
pat,0.0005217969431136603
ton,0.0005216922194187164
dif,0.0005216323077212526
ues,0.0005213638279920802
mit,0.0005200728219932252
soc,0.0005195503416796612
sha,0.000518710737162958
kno,0.0005185567141224281
rov,0.0005182727572126877
nci,0.0005181944776531624
mus,0.0005172889808501443
ura,0.0005164681140502165
aft,0.0005154097747867278
log,0.0005151817379079204
hro,0.000515149098229429
inf,0.0005141131289801044
cau,0.000513835471515921
let,0.0005136392864678705
alt,0.0005136083487883262
rre,0.0005132694675003554
ana,0.0005131523679710068
elf,0.0005110710401194432
eng,0.0005109657969120792
ett,0.0005106427483608831
ora,0.0005092351375610208
mis,0.0005089153519291166
reg,0.0005088035347448618
lig,0.0005085400137379086
ept,0.0005083941947040647
ail,0.0005082144014644117
urn,0.0005080674480823477
ute,0.0005077421751600829
rod,0.0005076035454155465
ima,0.0005064503917990653
mea,0.0005061293922239187
tar,0.0005042157744203796
ale,0.0005033046778454128
ole,0.0005029862286472939
osi,0.0005021015595261542
ein,0.0005015812087368958
uth,0.000497857110167104
wel,0.000496587879364523
cla,0.0004962288614891776
wee,0.0004952045555319934
tia,0.0004931776444616628
emb,0.000492874794458038
day,0.0004909461889594865
asi,0.0004899060860117951
rde,0.0004898850095358954
stu,0.0004895444801066871
urs,0.0004895034538772374
fou,0.00048722699859052277
ize,0.0004871130695167877
omi,0.00048615247865992295
efo,0.0004842985032652996
lik,0.0004830881756388236
rev,0.0004819779413741157
ays,0.00047917415381380313
elo,0.00047748256751614144
rad,0.0004760610771555575
dea,0.0004757480175413348
tak,0.0004755727540686918
sup,0.000475511646062811
sub,0.00047550031973881833
sou,0.00047504455530557115
eca,0.0004747179926579771
ema,0.00047228106141453417
odu,0.0004721351370483555
yea,0.0004716566284566783
ild,0.00047152896233067427
spo,0.00047070021085738294
len,0.0004700046223327941
mpa,0.00046988246113197595
dic,0.0004689987909998569
pli,0.00046894565107529705
fec,0.0004679222230464412
rri,0.0004676713128460241
evi,0.00046690846795755474
ict,0.0004647130427864907
tud,0.00046460528590160034
los,0.0004637728844960949
ctu,0.00046370941008730957
lem,0.0004623449655267744
hal,0.00046157998587121354
twe,0.0004603529308980431
isc,0.00045913697204290295
roc,0.00045798630017061586
cto,0.00045719494691893754
arc,0.0004567336532530426
sig,0.00045517633184235444
ami,0.0004547878680983593
ked,0.00045166450890713025
jec,0.00045154513019576967
hap,0.00045062112588193856
pti,0.0004500331350521958
bri,0.00044981769182171605
ubl,0.00044958511897987897
sol,0.0004493711394398967
rly,0.00044889874679627
cit,0.0004482895050488424
adi,0.0004477008993832997
fre,0.0004471630986961276
cts,0.00044700583609053377
air,0.00044611970852168243
row,0.00044595369475320225
ngl,0.00044522963313505497
ude,0.00044514139371218696
sts,0.00044358628046759277
dre,0.00044317461834926275
nic,0.00044218920290120295
dec,0.0004405834381488796
pan,0.00044005835312396145
bil,0.00044002989623537756
lif,0.0004376287665469352
nne,0.00043676271312864456
loo,0.0004366826414895783
amp,0.0004357865192643506
sai,0.00043415329565923034
unc,0.0004337918127212823
xpe,0.0004317130695631632
imi,0.00043100343942810686
gai,0.0004302167627414435
ark,0.0004297060577249912
tis,0.0004289050215243886
hel,0.0004268689165140723
vis,0.0004256164302163941
mak,0.00042519411904668516
aga,0.00042365231151606604
ibl,0.0004226368277376861
ife,0.000422265429738384
sea,0.00042213502830799546
rob,0.00042148410116994657
too,0.00042145908736184254
get,0.00041830448545625374
eff,0.00041801470905417407
rte,0.0004178766436240464
ppo,0.00041735440114231505
dep,0.0004162541458056258
avi,0.00041612941659295474
rne,0.00041565092944903796
rib,0.00041528612163160107
vol,0.0004136823782115473
mad,0.00041356984657856064
giv,0.00041275615524605035
die,0.0004120128254365189
rds,0.00041139757069029095
sch,0.0004109103352431893
rol,0.0004106507920808769
ovi,0.0004099191231804014
riv,0.0004097661277259061
dev,0.0004094281143573087
try,0.0004068379464912195
ode,0.00040505795252492445
gan,0.0004033608932354092
bel,0.00040228266808503495
nda,0.00040225914227489025
lia,0.00040158958608871905
rve,0.00040138137313660026
mic,0.0004000699121702821
etw,0.00039926711534685384
tua,0.00039765837698169635
erc,0.0003965889535155997
del,0.0003956832198339827
clu,0.0003950798976684432
ume,0.0003943578202064473
egi,0.0003943032156381562
sam,0.0003931637757197157
mai,0.00039283864816560524
ann,0.000390800041393185
icu,0.0003904854689969243
ros,0.0003897962919228635
ems,0.0003885515458836284
arm,0.00038488667125311486
emo,0.00038477491793552463
sib,0.00038415368307706234
yst,0.0003832386205728772
ega,0.00038198113456392634
scr,0.0003813716954971025
olu,0.0003800835301349667
ram,0.00037795978337937404
upp,0.0003763532474609078
lve,0.00037601005946263574
bro,0.00037560325693021
uen,0.0003744690316772637
cam,0.0003740679023157892
rna,0.00037389039016461577
urt,0.00037271332515491834
pin,0.0003710993535362076
ttl,0.00037084067305048274
exa,0.00036949641273901205
ruc,0.0003694538813533946
hig,0.0003680085372702393
eta,0.0003674402578855969
did,0.00036696922741306817
fol,0.00036553419112359193
vic,0.00036551269570143783
mme,0.0003654239748955016
dat,0.00036487851926431147
edu,0.0003647562965799133
oce,0.0003630857538715853
cep,0.00036281415325495683
rot,0.0003625836279593187
vie,0.00036241386559892626
pas,0.00036220466128365715
org,0.0003614550887459799
ntl,0.00036136721488827365
set,0.0003603683731421633
oti,0.00036008704382138823
spi,0.0003600716171622117
rso,0.00035807919695040886
ily,0.00035646156968008124
div,0.0003564310738244025
ato,0.000355752804604697
inv,0.00035574336091745613
bas,0.0003550346401674435
pub,0.0003549843899711435
aut,0.0003548108380297856
oni,0.0003547315775926817
exc,0.00035453735429978833
ssu,0.00035434866119277646
mod,0.00035410583203188535
rmi,0.0003536855007287757
lue,0.00035290202118827216
opl,0.00035284829836124457
lor,0.0003520975952882824
eig,0.0003514841407240828
poi,0.0003513911627760029
jus,0.0003492539249024613
eop,0.00034902833116187926
dge,0.000348394877752589
eet,0.00034812449727522247
err,0.0003473883634276352
mot,0.0003467024502261002
cco,0.0003455431615968924
oma,0.000345411946581457
nve,0.00034479877083814337
ono,0.0003445246431987153
fie,0.0003442974904442559
yin,0.0003436193928066341
hip,0.0003433873356642819
rap,0.0003432347848933536
hoo,0.0003426772932556078
ism,0.000342606728217213
urc,0.00034211120440223416
dow,0.00034074704867153997
ull,0.000340207672765516
bra,0.0003396126937787971
lay,0.0003390003969170456
umb,0.0003387771071425543
ncl,0.00033869112688378854
ick,0.00033843456639003137
nme,0.00033799640437210554
cap,0.00033734637803999615
hom,0.0003369647871116876
ged,0.00033665278558698116
lop,0.0003362726759839954
iet,0.00033593005277674886
ler,0.00033578433287921995
ogr,0.000334579835230655
efe,0.0003344612400774767
def,0.0003339800729167357
ssa,0.0003335526667123742
var,0.0003332254282220171
num,0.00033319507916434337
cce,0.00033267285860698944
nee,0.0003326046337575697
hre,0.0003322279176669062
tea,0.00033196679118325465
leg,0.0003316850610276674
peo,0.00033068825062278147
loc,0.0003299369331906363
bot,0.00032973985782221805
ped,0.0003295893360094297
eni,0.0003295492439491024
lai,0.00032850214283548
put,0.00032837542184078713
amo,0.000327654711792675
ink,0.0003276462208626157
rdi,0.0003273443884360707
eld,0.00032674698728227004
sic,0.0003256295313183054
rvi,0.00032496544955383847
req,0.00032494947812154615
bei,0.0003241055449701644
bac,0.00032373255268733445
liv,0.0003233216040645025
rni,0.0003227001185055513
mem,0.0003210744173449511
mou,0.000319731804221484
epa,0.0003193903949574798
rme,0.00031928681990926305
sul,0.0003192854200854301
bor,0.000319081312711281
dur,0.00031838974588008765
don,0.00031825520169561126
ool,0.0003182309175879799
sco,0.00031805683707848074
sim,0.000317620665412726
ppl,0.0003174262810233207
cro,0.0003164196470675253
rts,0.0003161657661139754
add,0.00031562286467274806
emi,0.000315153419904643
mpe,0.00031497897240013144
fra,0.0003148529248651172
fig,0.0003144484658579848
rke,0.0003137876293779845
esc,0.0003109865814116086
abi,0.0003106096684781657
ano,0.00031052369298556893
uit,0.0003103948820257731
tec,0.0003099922012762917
rim,0.00030943806549813316
ape,0.0003092809182338289
cus,0.00030880710241214124
sum,0.00030843750173516595
ban,0.00030744552565548864
bje,0.00030686753520152497
ane,0.000306760939355401
goo,0.00030675798719032737
esu,0.00030633344783661463
ock,0.0003058116481319826
tee,0.0003050094270617686
erf,0.0003043009951415969
sal,0.00030371216403626085
dem,0.0003029402233908871
vat,0.000302600747285026
udi,0.00030110646608512794
muc,0.0003007080810837591
sys,0.0003005262836700449
lla,0.00030019646572902926
nom,0.00029986954800184537
tch,0.0002988287001019405
uce,0.0002977985479618707
sor,0.0002977206692371576
ndo,0.0002976680683663107
tif,0.00029766146245608776
uat,0.00029765363545336906
nch,0.0002972531724023196
ndu,0.00029687937368369613
rsi,0.00029673405605083015
gat,0.0002962432507431534
van,0.00029605899589270693
ppr,0.0002960200310313463
mov,0.00029565908095109157
ech,0.0002956028106067377
cip,0.0002954325883110376
roo,0.0002950534371846361
els,0.0002943614852469882
nec,0.00029418079215462944
bef,0.0002940550186743322
clo,0.0002935805293929659
orn,0.00029336818321909724
pte,0.00029226719246253254
alu,0.00029096651924311094
eem,0.00029064016154078357
onf,0.00029056056508876575
sci,0.00028981498707732076
igi,0.000288824724912013
roa,0.00028807874606575577
mag,0.00028794303702957773
lab,0.00028785975156276006
det,0.0002877003537134578
ken,0.0002876255911100317
ila,0.0002874105205939672
orr,0.0002873822219421938
rag,0.00028717981180082284
rus,0.00028695523516070366
oes,0.00028561988043599454
say,0.0002853265927972185
aci,0.0002852811669171722
pur,0.00028522226803061925
gar,0.0002848027088468863
nar,0.0002846572644339251
cis,0.00028452966980045604
nam,0.000284323708863186
ank,0.0002841432121369897
vit,0.00028401134129670095
wat,0.00028396391934508084
pra,0.0002835983279694617
nco,0.000282998297796845
pow,0.0002817217094591909
fee,0.0002805839481854695
fai,0.0002804744950210348
ecu,0.0002804659426073955
rog,0.0002801292270666146
far,0.0002795898344789992
tme,0.00027942860594418705
lut,0.00027930949413829
ier,0.0002792210998149298
orl,0.00027870361111015114
rty,0.00027841020431715026
owi,0.00027827774962115996
dir,0.00027810993948358675
nct,0.00027784098266089814
lev,0.0002777634027749809
plo,0.0002773254032834177
pai,0.0002769715738596371
mun,0.000276828583070473
gov,0.0002766794582218162
ics,0.00027659974070910596
nfo,0.0002765675633490069
san,0.0002765359236127701
sso,0.00027642584846328196
oca,0.00027635156581307335
eep,0.0002750272547785358
tom,0.0002743945091453408
law,0.0002742104487545892
urr,0.00027392275755144357
lth,0.00027386085979136084
nth,0.0002733596313487154
oup,0.00027314595303061344
ibe,0.00027305194797311576
pit,0.0002719820064244497
epe,0.0002715858872598196
mas,0.0002715571806239805
inu,0.000271294540881674
vio,0.0002709481943432109
nan,0.00027051731741458947
lls,0.00027011012262645565
net,0.0002700889441545395
obl,0.0002697263716703599
wri,0.00026954626719987167
lud,0.0002693734401928174
aff,0.0002689543704946399
apt,0.000268805827595217
phi,0.00026867323801664424
ccu,0.00026861287543959386
fri,0.00026758696995609596
epr,0.0002674013877275852
rms,0.0002671690717822567
iew,0.0002671052184630365
iva,0.0002657004268521331
sma,0.0002655923582597906
dar,0.0002652858931169853
alo,0.00026467859406003886
occ,0.00026459368666591324
xam,0.0002644799963772446
lim,0.0002639634666256672
upo,0.00026323743800957684
ede,0.0002629812178202857
spa,0.00026259254245838737
dom,0.0002613688848104744
efi,0.00026112370163871814
rga,0.0002610570539146179
cel,0.00026101372038275913
gni,0.0002608952072076875
tut,0.0002598074406636081
iza,0.00025975942484733155
sla,0.0002591645221193165
dra,0.000258883138464215
uir,0.00025880315785897643
hus,0.00025866487747462717
sat,0.00025851958033628784
oke,0.0002584776804680619
ena,0.0002580156184957255
mig,0.00025795052883226873
fun,0.0002578715286279918
rld,0.00025777833858539183
orc,0.00025744227172021076
sev,0.00025668310297788496
nev,0.00025634168561139344
lus,0.0002563021497629876
arn,0.0002561930421458048
mse,0.00025600297828859084
uar,0.0002559303790492702
ero,0.00025576782218316
dan,0.0002550901830509952
pul,0.00025457961863652813
eak,0.0002544272246725597
tti,0.0002538313954012926
zed,0.0002529435172185705
adv,0.000252167829887752
opp,0.000250894622193764
ows,0.00025036059869551816
pac,0.0002499348511179659
eno,0.0002498031723542876
erg,0.00024900248217755376
tow,0.00024877167424809443
ung,0.00024822841010140674
mpt,0.00024805235735117867
phy,0.00024786513174759943
wev,0.0002475205386827085
bit,0.00024649462509672334
exi,0.0002464561273199239
pic,0.0002461766911214725
siv,0.00024601094616492355
mmu,0.0002453973638673949
ncr,0.00024517209565615497
ysi,0.0002451091293209842
liz,0.0002450193537618501
boo,0.00024494976102192967
aki,0.0002446500933893408
nea,0.0002437691247218065
ker,0.0002436283592569448
ogi,0.00024353070045429783
cin,0.00024295078256159378
ior,0.00024277076006921222
rab,0.00024215720350899612
vil,0.00024161113208877219
rro,0.0002415763047387135
wed,0.00024054816535180906
tag,0.00024014872798032671
fil,0.00023999000931010578
ask,0.00023959208615051219
fam,0.00023904389569155438
bea,0.00023854344222798708
bar,0.00023788497930014486
bly,0.00023756924824820216
cke,0.00023752955130328432
sca,0.00023710630739430362
uss,0.00023700673259172185
hum,0.00023671604585136474
iso,0.00023598642831002342
gic,0.0002349458554180694
wom,0.00023489474826458463
bre,0.0002339756040132747
aso,0.00023337347910938602
eav,0.0002330215313691235
nsu,0.00023299946067037206
thu,0.00023215662278462472
mmi,0.00023096366546104024
iev,0.00023073262875546925
ibi,0.00023049223606016686
pir,0.00023013620466631195
onv,0.00022905496729713474
ata,0.00022812269129701793
niz,0.00022798246488586925
mmo,0.0002269192155150849
eel,0.00022688271762279452
zat,0.0002265204549395994
epo,0.00022645814967206784
bes,0.0002264149262387128
awa,0.00022627742798269514
gle,0.00022588098567180738
gio,0.0002258517437951905
bur,0.00022583571612210405
wan,0.00022566759427707873
cli,0.00022564585864000741
mul,0.00022555563220128666
wis,0.0002250503553746994
ncy,0.0002245275576342805
oft,0.00022412989041796177
beg,0.00022315967237635003
nou,0.00022306213034484337
chr,0.00022291639471895677
ngu,0.00022266966683183017
rar,0.00022208223555032707
oor,0.0002214653579235573
wal,0.00022136013378086928
ule,0.00022133044483760094
flo,0.00022106134693631018
ash,0.00022081779665405059
bse,0.0002207129066198089
bod,0.00022030378343970093
hit,0.00022011160340345445
dua,0.00022007081166951917
rid,0.00021964593391780797
lti,0.00021865610785696296
igu,0.00021837967148527514
tac,0.00021776364175996908
nio,0.00021771676887101684
rnm,0.00021727632147505935
typ,0.0002164557287298486
agr,0.00021637548360223097
ets,0.00021629841512624652
cra,0.0002153365669540017
cov,0.0002151338703658743
inn,0.000215032108844959
iel,0.00021499521202432398
uil,0.0002147611078123897
ota,0.00021324065986810844
bus,0.00021318939733751453
cid,0.00021301306290669902
mpr,0.00021234127424697195
uma,0.00021158067184101333
ims,0.0002112662953342982
aph,0.00020971431155626416
non,0.00020941819471957443
bed,0.0002090731889044488
nia,0.0002090653366410344
doe,0.00020885182704531474
nni,0.00020851020902310866
ety,0.00020840897654695147
ntu,0.00020810631671346945
het,0.0002077735404113605
asu,0.00020770413402864768
ket,0.0002076035039962511
ibu,0.00020700769950906275
rpo,0.00020667204444088262
ala,0.00020666455440631162
god,0.0002065616537710072
xte,0.0002059786516903484
iri,0.00020595464449713548
hur,0.00020552646950971562
eor,0.00020500749471344523
obs,0.0002041531084002302
